num_ligne;Année;Code académie;Nom académie;Discipline;IPS moyen;Caractéristique;Score moyen;Ecart type;groupe 1;groupe 2;groupe 3;groupe 4;groupe 5;groupe 6
114;2019;20;AMIENS;Mathématiques;108.3;Garçon;260.7;44.9;5.8;13.5;23.4;23.2;16.7;17.3
117;2019;22;LIMOGES;Français;113.0;Garçon;261.7;41.6;5.5;12.4;22.2;24.5;16.6;18.8
121;2019;23;NICE;Français;115.7;Ensemble;260.4;46.1;7.9;12.2;21.5;22.1;17.4;19.0
125;2019;23;NICE;Mathématiques;115.7;Fille;256.7;43.7;6.4;15.3;25.0;24.0;14.5;14.7
131;2019;24;CRETEIL;Mathématiques;107.8;Fille;243.8;43.8;13.2;20.8;24.8;19.8;11.2;10.1
133;2019;25;VERSAILLES;Français;123.4;Ensemble;265.0;48.9;7.7;11.6;19.5;20.4;17.3;23.5
135;2019;25;VERSAILLES;Français;123.4;Garçon;259.3;47.7;9.1;12.6;20.9;21.2;16.7;19.5
138;2019;25;VERSAILLES;Mathématiques;123.4;Garçon;270.0;50.4;5.5;11.1;19.2;21.8;17.4;25.0
144;2019;27;CORSE;Mathématiques;109.2;Garçon;255.4;44.6;8.0;16.5;24.7;21.5;13.9;15.4
146;2019;28;LA REUNION;Français;96.7;Fille;245.8;46.7;15.4;20.5;21.5;16.9;12.6;13.2
147;2019;28;LA REUNION;Français;96.7;Garçon;240.7;43.6;16.7;21.7;24.8;16.2;10.5;10.1
148;2019;28;LA REUNION;Mathématiques;96.7;Ensemble;238.5;41.4;15.1;23.9;26.7;17.6;9.0;7.7
151;2019;31;MARTINIQUE;Français;103.7;Ensemble;244.2;47.1;16.2;19.2;21.7;18.3;11.6;13.0
154;2019;31;MARTINIQUE;Mathématiques;103.7;Ensemble;235.9;42.6;18.2;23.3;24.3;18.4;8.2;7.5
155;2019;31;MARTINIQUE;Mathématiques;103.7;Fille;235.1;42.5;18.2;24.2;24.1;18.6;7.5;7.3
159;2019;32;GUADELOUPE;Français;99.9;Garçon;229.3;47.2;26.3;20.7;20.9;16.8;8.2;7.1
174;2019;43;MAYOTTE;Mathématiques;72.6;Garçon;184.8;43.3;67.1;20.9;7.7;2.1;1.4;0.7
176;2019;70;NORMANDIE;Français;112.9;Fille;265.9;43.7;5.2;10.8;20.9;23.6;18.5;21.0
180;2019;70;NORMANDIE;Mathématiques;112.9;Garçon;267.6;44.7;3.8;11.4;21.3;23.5;18.5;21.4
187;2020;01;PARIS;Français;129.9;Ensemble;292.8;53.4;3.0;5.9;11.6;17.3;19.1;43.2
209;2020;04;BORDEAUX;Mathématiques;118.7;Fille;259.7;44.4;6.1;15.4;23.5;22.4;15.5;17.2
216;2020;06;CLERMONT-FERRAND;Mathématiques;115.2;Garçon;275.0;47.4;2.6;9.8;20.0;22.2;18.3;27.2
221;2020;07;DIJON;Mathématiques;112.9;Fille;254.3;42.3;7.3;17.5;25.6;21.3;14.3;13.9
227;2020;08;GRENOBLE;Mathématiques;118.8;Fille;261.4;46.1;6.3;14.3;23.1;22.4;15.6;18.3
229;2020;09;LILLE;Français;109.0;Ensemble;267.2;43.8;3.9;11.4;21.3;23.8;18.2;21.3
233;2020;09;LILLE;Mathématiques;109.0;Fille;251.0;44.1;9.8;18.9;25.0;20.4;12.5;13.4
237;2020;10;LYON;Français;117.6;Garçon;270.7;43.9;3.8;8.9;19.9;23.6;20.1;23.7
243;2020;11;MONTPELLIER;Français;112.1;Garçon;266.0;42.5;4.4;11.0;21.1;24.7;18.5;20.4
247;2020;12;NANCY-METZ;Français;111.2;Ensemble;273.1;43.0;2.5;8.5;19.6;24.3;20.2;24.9
248;2020;12;NANCY-METZ;Français;111.2;Fille;276.6;43.6;2.1;7.4;18.2;24.0;20.7;27.5
250;2020;12;NANCY-METZ;Mathématiques;111.2;Ensemble;262.3;45.6;5.5;14.0;23.8;22.4;15.2;19.0
255;2020;13;POITIERS;Français;115.3;Garçon;268.7;41.0;3.0;9.5;20.0;26.5;20.5;20.6
268;2020;15;STRASBOURG;Mathématiques;114.0;Ensemble;262.5;47.6;6.5;14.1;22.3;22.0;15.2;19.8
269;2020;15;STRASBOURG;Mathématiques;114.0;Fille;257.2;45.1;7.5;15.8;23.8;22.3;14.2;16.4
272;2020;16;TOULOUSE;Français;120.1;Fille;282.4;45.6;1.9;6.6;15.7;22.2;20.9;32.7
273;2020;16;TOULOUSE;Français;120.1;Garçon;272.9;43.9;3.3;8.5;18.3;24.1;21.0;24.8
290;2020;19;REIMS;Français;109.0;Fille;272.9;45.2;2.9;9.8;18.9;23.7;19.5;25.2
299;2020;20;AMIENS;Mathématiques;108.7;Fille;244.3;42.4;12.2;22.2;25.5;19.0;10.8;10.2
300;2020;20;AMIENS;Mathématiques;108.7;Garçon;255.7;46.2;8.1;17.8;23.9;21.1;13.3;15.8
301;2020;22;LIMOGES;Français;114.0;Ensemble;274.9;44.7;2.8;8.6;18.5;23.4;19.3;27.3
303;2020;22;LIMOGES;Français;114.0;Garçon;270.2;43.2;3.7;9.3;19.6;24.7;19.1;23.7
309;2020;23;NICE;Français;115.7;Garçon;266.9;43.4;4.6;10.2;20.9;23.9;19.7;20.7
314;2020;24;CRETEIL;Français;107.8;Fille;266.2;46.9;5.2;12.6;21.0;22.0;17.0;22.2
331;2020;28;LA REUNION;Français;97.3;Ensemble;256.2;43.2;6.9;16.7;23.9;22.8;14.8;14.8
332;2020;28;LA REUNION;Français;97.3;Fille;258.7;44.0;6.0;16.4;22.8;22.9;15.5;16.3
339;2020;31;MARTINIQUE;Français;104.1;Garçon;247.0;41.9;11.4;17.1;26.5;21.8;12.7;10.5
353;2020;33;GUYANE;Mathématiques;87.3;Fille;205.8;37.2;47.9;27.2;14.4;5.9;2.7;1.8
354;2020;33;GUYANE;Mathématiques;87.3;Garçon;216.5;42.9;38.9;27.1;15.7;8.1;4.9;5.3
373;2021;01;PARIS;Français;130.0;Ensemble;290.4;50.4;2.6;5.9;12.5;17.8;20.0;41.2
381;2021;02;AIX-MARSEILLE;Français;113.9;Garçon;263.8;43.1;5.5;11.2;21.7;24.3;18.2;19.2
388;2021;03;BESANCON;Mathématiques;113.7;Ensemble;262.3;47.3;6.6;14.6;21.9;21.6;15.8;19.6
395;2021;04;BORDEAUX;Mathématiques;119.5;Fille;253.5;43.6;8.8;17.2;24.4;21.4;14.5;13.8
399;2021;06;CLERMONT-FERRAND;Français;116.1;Garçon;270.8;42.5;3.5;8.8;19.1;24.7;20.3;23.6
405;2021;07;DIJON;Français;112.9;Garçon;269.2;40.4;2.7;9.3;20.4;26.4;20.2;21.0
412;2021;08;GRENOBLE;Mathématiques;119.0;Ensemble;263.9;48.4;6.5;13.7;21.7;21.5;15.7;20.9
416;2021;09;LILLE;Français;109.7;Fille;271.0;43.2;2.9;9.9;20.3;23.7;19.9;23.3
418;2021;09;LILLE;Mathématiques;109.7;Ensemble;250.8;47.3;12.0;18.6;22.9;19.2;12.9;14.3
419;2021;09;LILLE;Mathématiques;109.7;Fille;243.5;44.3;14.6;21.6;23.9;18.0;11.4;10.5
422;2021;10;LYON;Français;117.6;Fille;279.8;44.3;2.4;6.7;16.1;22.8;21.5;30.6
425;2021;10;LYON;Mathématiques;117.6;Fille;254.6;47.2;10.3;16.7;21.9;21.2;13.8;16.0
428;2021;11;MONTPELLIER;Français;112.5;Fille;275.1;42.8;2.3;7.9;18.6;24.1;20.6;26.4
434;2021;12;NANCY-METZ;Français;111.5;Fille;277.9;42.9;1.9;6.9;17.4;24.4;21.3;28.2
443;2021;13;POITIERS;Mathématiques;116.2;Fille;245.5;42.3;12.4;20.7;25.1;19.6;11.7;10.5
446;2021;14;RENNES;Français;119.3;Fille;283.0;41.5;0.9;4.8;15.2;24.6;22.8;31.7
451;2021;15;STRASBOURG;Français;114.6;Ensemble;272.8;43.0;2.5;9.0;19.4;24.5;20.0;24.6
457;2021;16;TOULOUSE;Français;120.5;Ensemble;277.9;44.4;2.5;7.3;17.1;23.1;21.1;28.9
459;2021;16;TOULOUSE;Français;120.5;Garçon;271.5;43.0;3.6;8.9;18.6;24.4;20.3;24.3
473;2021;18;ORLEANS-TOURS;Mathématiques;114.9;Fille;247.8;43.0;10.7;20.9;24.6;20.1;12.1;11.5
476;2021;19;REIMS;Français;109.5;Fille;274.2;41.9;2.6;7.1;18.0;25.9;21.1;25.4
482;2021;20;AMIENS;Français;109.2;Fille;270.8;42.7;2.7;9.9;20.8;24.2;19.1;23.2
488;2021;22;LIMOGES;Français;114.6;Fille;280.8;42.6;1.3;5.4;17.5;23.6;21.5;30.7
489;2021;22;LIMOGES;Français;114.6;Garçon;271.5;40.1;1.5;8.7;21.6;25.1;20.3;22.8
491;2021;22;LIMOGES;Mathématiques;114.6;Fille;247.2;42.9;11.8;19.2;25.8;19.8;11.7;11.6
497;2021;23;NICE;Mathématiques;115.9;Fille;246.1;44.5;12.8;20.7;24.5;19.5;10.8;11.6
515;2021;27;CORSE;Mathématiques;110.3;Fille;235.8;42.1;18.2;23.1;24.9;17.8;8.8;7.1
521;2021;28;LA REUNION;Mathématiques;97.5;Fille;228.4;42.4;25.5;25.8;21.9;13.6;7.0;6.1
522;2021;28;LA REUNION;Mathématiques;97.5;Garçon;244.0;47.6;16.0;22.0;23.0;16.2;10.4;12.4
526;2021;31;MARTINIQUE;Mathématiques;104.8;Ensemble;227.9;43.9;26.3;26.0;20.6;13.4;7.4;6.4
527;2021;31;MARTINIQUE;Mathématiques;104.8;Fille;223.2;42.5;29.3;27.9;19.5;11.4;6.5;5.3
528;2021;31;MARTINIQUE;Mathématiques;104.8;Garçon;233.7;44.8;22.5;23.6;21.9;15.8;8.5;7.7
531;2021;32;GUADELOUPE;Français;99.9;Garçon;249.2;39.2;8.4;18.3;26.6;22.4;15.1;9.3
540;2021;33;GUYANE;Mathématiques;87.6;Garçon;216.1;44.5;38.6;25.0;16.0;10.7;5.5;4.1
551;2021;70;NORMANDIE;Mathématiques;113.7;Fille;245.8;43.5;12.6;20.6;24.9;19.4;11.7;10.9
555;2021;;NATIONAL;Français;115.2;Garçon;267.0;42.7;4.3;10.4;20.5;24.4;19.3;21.0
556;2021;;NATIONAL;Mathématiques;115.2;Ensemble;255.5;49.9;11.1;16.5;21.6;19.7;13.7;17.5
557;2021;;NATIONAL;Mathématiques;115.2;Fille;248.2;46.8;13.3;19.1;23.0;19.1;12.2;13.2
567;2022;02;AIX-MARSEILLE;Français;114.3;Garçon;262.2;43.6;5.7;13.1;22.3;22.6;17.3;19.0
571;2022;03;BESANCON;Français;110.8;Ensemble;271.0;40.4;2.0;8.7;21.2;24.8;20.3;23.0
574;2022;03;BESANCON;Mathématiques;110.8;Ensemble;262.3;48.2;7.3;14.6;21.3;21.1;15.5;20.2
577;2022;04;BORDEAUX;Français;118.0;Ensemble;274.7;41.8;2.4;7.8;18.1;24.2;21.5;26.0
581;2022;04;BORDEAUX;Mathématiques;118.0;Fille;254.1;45.6;9.7;17.0;22.8;21.1;14.1;15.4
582;2022;04;BORDEAUX;Mathématiques;118.0;Garçon;271.4;50.9;6.1;10.6;18.3;21.0;17.9;26.1
584;2022;06;CLERMONT-FERRAND;Français;114.3;Fille;279.5;41.6;1.5;5.7;16.4;24.6;22.6;29.2
587;2022;06;CLERMONT-FERRAND;Mathématiques;114.3;Fille;257.8;45.7;7.9;15.5;22.3;22.1;15.7;16.4
599;2022;08;GRENOBLE;Mathématiques;118.3;Fille;256.4;47.5;9.7;16.0;21.7;21.2;14.4;17.0
600;2022;08;GRENOBLE;Mathématiques;118.3;Garçon;273.9;51.9;5.6;10.3;17.7;20.7;17.3;28.3
602;2022;09;LILLE;Français;109.5;Fille;267.6;40.9;2.7;11.1;21.6;24.8;18.9;20.9
604;2022;09;LILLE;Mathématiques;109.5;Ensemble;251.6;48.6;12.6;18.1;21.8;19.2;12.8;15.5
614;2022;11;MONTPELLIER;Français;112.8;Fille;271.5;41.1;2.6;9.1;19.5;24.4;20.9;23.5
617;2022;11;MONTPELLIER;Mathématiques;112.8;Fille;245.5;45.8;14.2;20.1;23.1;19.1;12.0;11.5
622;2022;12;NANCY-METZ;Mathématiques;110.4;Ensemble;258.7;48.2;8.6;15.9;22.0;20.3;15.2;18.0
632;2022;14;RENNES;Français;119.3;Fille;279.5;40.4;1.2;5.7;16.6;24.7;22.7;29.0
633;2022;14;RENNES;Français;119.3;Garçon;272.2;39.8;2.1;8.4;19.1;25.4;21.7;23.2
638;2022;15;STRASBOURG;Français;112.5;Fille;273.2;42.0;2.6;8.8;18.2;24.7;20.2;25.5
642;2022;15;STRASBOURG;Mathématiques;112.5;Garçon;269.5;52.2;6.8;12.0;18.6;19.9;16.8;26.0
643;2022;16;TOULOUSE;Français;120.0;Ensemble;274.7;42.5;2.5;8.2;18.2;23.3;21.1;26.7
657;2022;18;ORLEANS-TOURS;Français;113.8;Garçon;267.9;41.2;3.2;10.6;20.9;25.0;19.1;21.3
659;2022;18;ORLEANS-TOURS;Mathématiques;113.8;Fille;248.0;44.5;11.9;20.3;23.8;19.1;12.9;12.1
661;2022;19;REIMS;Français;108.1;Ensemble;268.7;41.3;3.0;10.2;20.7;24.7;19.8;21.6
669;2022;20;AMIENS;Français;108.9;Garçon;259.8;40.8;4.8;14.3;24.3;23.4;17.1;16.1
675;2022;22;LIMOGES;Français;113.7;Garçon;268.9;41.1;2.7;9.8;22.1;24.5;19.4;21.6
686;2022;24;CRETEIL;Français;106.9;Fille;265.5;43.0;4.5;12.0;21.5;22.9;18.4;20.7
687;2022;24;CRETEIL;Français;106.9;Garçon;258.0;43.5;7.0;15.1;22.8;22.4;15.9;16.7
688;2022;24;CRETEIL;Mathématiques;106.9;Ensemble;241.3;51.7;20.6;19.6;20.2;16.3;10.5;12.9
692;2022;25;VERSAILLES;Français;122.3;Fille;276.3;46.2;3.3;9.1;17.1;21.4;19.6;29.4
693;2022;25;VERSAILLES;Français;122.3;Garçon;267.7;46.4;5.6;11.8;19.3;21.2;18.6;23.6
703;2022;28;LA REUNION;Français;97.1;Ensemble;259.0;39.6;4.3;15.1;24.2;24.9;16.4;15.1
705;2022;28;LA REUNION;Français;97.1;Garçon;255.7;39.5;5.1;17.3;24.5;24.4;15.8;12.9
706;2022;28;LA REUNION;Mathématiques;97.1;Ensemble;234.6;46.3;23.2;23.3;21.0;15.2;8.1;9.2
707;2022;28;LA REUNION;Mathématiques;97.1;Fille;228.0;42.9;27.4;24.5;21.7;12.7;7.3;6.5
716;2022;32;GUADELOUPE;Français;103.5;Fille;256.3;41.3;7.2;15.8;23.1;22.9;16.3;14.7
718;2022;32;GUADELOUPE;Mathématiques;103.5;Ensemble;222.1;44.9;32.9;23.6;20.3;11.2;6.2;5.8
723;2022;33;GUYANE;Français;92.2;Garçon;236.3;39.4;17.4;23.7;25.5;17.4;8.8;7.3
729;2022;43;MAYOTTE;Français;78.6;Garçon;205.7;36.2;49.3;23.7;15.0;7.2;3.7;1.1
753;2023;02;AIX-MARSEILLE;Français;115.1;Garçon;260.4;42.9;6.5;13.6;22.4;23.0;17.2;17.3
755;2023;02;AIX-MARSEILLE;Mathématiques;115.1;Fille;248.0;48.9;15.3;19.6;20.9;17.7;12.2;14.3
757;2023;03;BESANCON;Français;111.6;Ensemble;270.2;40.3;2.3;9.1;21.1;26.2;19.9;21.3
759;2023;03;BESANCON;Français;111.6;Garçon;265.6;40.0;3.2;11.2;22.5;26.4;18.2;18.5
760;2023;03;BESANCON;Mathématiques;111.6;Ensemble;268.8;48.6;5.2;12.5;20.5;21.0;17.1;23.7
761;2023;03;BESANCON;Mathématiques;111.6;Fille;261.0;46.7;6.8;15.6;22.3;21.3;15.6;18.4
766;2023;04;BORDEAUX;Mathématiques;119.2;Ensemble;267.0;50.0;7.2;12.7;19.1;20.5;16.7;23.8
767;2023;04;BORDEAUX;Mathématiques;119.2;Fille;259.0;47.8;9.2;15.2;20.7;20.8;15.4;18.6
769;2023;06;CLERMONT-FERRAND;Français;116.0;Ensemble;274.7;42.6;2.6;8.4;18.5;23.0;21.6;25.9
787;2023;09;LILLE;Français;110.9;Ensemble;263.8;42.4;4.5;13.0;22.6;23.6;17.9;18.4
789;2023;09;LILLE;Français;110.9;Garçon;259.1;41.6;5.8;14.7;23.6;23.8;16.7;15.5
809;2023;12;NANCY-METZ;Mathématiques;111.3;Fille;254.6;46.2;9.8;17.9;22.8;19.6;13.7;16.2
818;2023;14;RENNES;Français;121.2;Fille;278.9;41.1;1.3;6.2;17.2;25.1;22.4;27.8
820;2023;14;RENNES;Mathématiques;121.2;Ensemble;269.8;46.9;4.7;11.7;19.5;22.1;17.9;24.0
822;2023;14;RENNES;Mathématiques;121.2;Garçon;278.5;47.8;3.2;8.2;17.2;21.6;19.8;29.9
823;2023;15;STRASBOURG;Français;113.3;Ensemble;269.2;43.3;3.7;10.5;20.7;23.6;19.4;22.1
826;2023;15;STRASBOURG;Mathématiques;113.3;Ensemble;265.0;51.1;8.6;13.5;19.0;20.3;15.7;22.9
828;2023;15;STRASBOURG;Mathématiques;113.3;Garçon;274.5;51.8;6.1;10.0;17.2;20.4;17.4;28.9
830;2023;16;TOULOUSE;Français;121.0;Fille;278.3;44.2;2.5;7.2;17.5;23.2;20.8;28.9
835;2023;17;NANTES;Français;120.8;Ensemble;273.2;41.0;2.3;7.9;19.7;25.3;20.9;24.0
844;2023;18;ORLEANS-TOURS;Mathématiques;114.7;Ensemble;259.0;48.3;9.1;15.9;21.3;20.0;15.0;18.7
846;2023;18;ORLEANS-TOURS;Mathématiques;114.7;Garçon;268.3;49.6;6.3;12.5;19.1;20.8;17.0;24.2
852;2023;19;REIMS;Mathématiques;109.6;Garçon;262.5;49.7;8.8;14.6;19.5;20.2;15.5;21.4
854;2023;20;AMIENS;Français;109.9;Fille;266.2;41.8;3.5;11.7;22.1;24.8;18.3;19.6
855;2023;20;AMIENS;Français;109.9;Garçon;258.3;40.9;5.7;14.7;24.6;24.0;16.2;14.9
858;2023;20;AMIENS;Mathématiques;109.9;Garçon;259.3;49.0;9.6;15.6;20.4;20.5;14.8;19.1
865;2023;23;NICE;Français;114.6;Ensemble;269.1;43.2;3.8;10.5;20.6;23.8;19.4;21.9
875;2023;24;CRETEIL;Mathématiques;107.9;Fille;238.7;48.4;21.4;21.6;20.4;15.7;9.9;11.0
885;2023;27;CORSE;Français;110.2;Garçon;257.5;43.0;7.3;16.0;21.9;22.6;16.8;15.3
889;2023;28;LA REUNION;Français;98.6;Ensemble;257.4;40.4;5.7;16.0;24.7;23.9;15.2;14.6
890;2023;28;LA REUNION;Français;98.6;Fille;260.1;40.3;4.7;14.8;24.0;24.2;16.4;15.9
895;2023;31;MARTINIQUE;Français;111.4;Ensemble;251.5;40.4;9.0;16.7;25.0;23.5;14.1;11.7
900;2023;31;MARTINIQUE;Mathématiques;111.4;Garçon;236.8;48.4;23.5;20.5;21.5;14.9;8.7;10.8
901;2023;32;GUADELOUPE;Français;104.9;Ensemble;251.6;40.9;9.1;17.5;24.8;23.0;13.9;11.8
905;2023;32;GUADELOUPE;Mathématiques;104.9;Fille;222.1;43.1;33.6;25.0;17.9;11.8;6.1;5.6
909;2023;33;GUYANE;Français;92.8;Garçon;231.9;37.4;20.1;25.3;25.2;16.4;9.0;4.0
915;2023;43;MAYOTTE;Français;75.1;Garçon;201.5;36.5;55.3;22.1;12.4;6.0;2.5;1.7
918;2023;43;MAYOTTE;Mathématiques;75.1;Garçon;186.7;37.0;72.2;15.8;6.3;2.7;1.6;1.4
924;2023;70;NORMANDIE;Mathématiques;113.8;Garçon;267.0;50.4;7.3;12.9;19.2;20.3;16.2;24.2
930;2023;;NATIONAL;Mathématiques;116.0;Garçon;269.2;53.2;8.0;12.3;17.9;19.2;16.5;26.2
932;2024;01;PARIS;Français;136.9;Fille;293.8;51.3;2.0;5.5;11.6;18.9;19.4;42.6
939;2024;02;AIX-MARSEILLE;Français;115.4;Garçon;260.1;44.2;6.9;14.4;21.3;23.1;16.7;17.7
944;2024;03;BESANCON;Français;112.0;Fille;274.0;41.5;1.8;8.3;19.2;25.5;21.7;23.5
947;2024;03;BESANCON;Mathématiques;112.0;Fille;260.7;47.3;7.7;15.2;21.7;21.0;15.5;19.0
956;2024;06;CLERMONT-FERRAND;Français;116.7;Fille;277.1;44.3;2.1;7.5;19.0;23.0;20.8;27.6
964;2024;07;DIJON;Mathématiques;114.4;Ensemble;262.5;49.9;8.6;14.3;20.2;20.3;15.5;21.1
967;2024;08;GRENOBLE;Français;120.2;Ensemble;271.7;43.4;3.0;9.9;19.8;23.5;19.8;24.0
971;2024;08;GRENOBLE;Mathématiques;120.2;Fille;260.1;49.3;9.2;15.2;20.6;20.6;15.1;19.3
977;2024;09;LILLE;Mathématiques;111.9;Fille;249.5;47.7;14.0;18.7;21.7;17.9;13.3;14.4
983;2024;10;LYON;Mathématiques;119.6;Fille;260.4;51.2;10.6;14.7;19.2;19.6;15.4;20.5
984;2024;10;LYON;Mathématiques;119.6;Garçon;275.9;54.5;7.1;10.1;15.3;19.1;17.6;30.9
985;2024;11;MONTPELLIER;Français;114.5;Ensemble;266.9;43.4;4.3;11.3;21.5;23.4;18.8;20.7
1003;2024;14;RENNES;Français;121.8;Ensemble;275.1;41.3;1.8;7.7;18.9;24.7;21.9;25.1
1004;2024;14;RENNES;Français;121.8;Fille;279.2;41.8;1.2;6.5;17.4;24.4;22.2;28.4
1005;2024;14;RENNES;Français;121.8;Garçon;270.2;40.2;2.6;9.0;20.6;25.0;21.5;21.2
1015;2024;16;TOULOUSE;Français;121.9;Ensemble;275.1;44.0;2.8;8.6;18.5;23.2;20.3;26.6
1017;2024;16;TOULOUSE;Français;121.9;Garçon;269.9;42.4;3.4;9.9;20.2;24.1;19.9;22.5
1023;2024;17;NANTES;Français;121.5;Garçon;269.3;40.2;2.9;9.6;20.5;25.0;20.7;21.3
1040;2024;20;AMIENS;Français;110.5;Fille;265.6;42.3;3.7;12.7;22.1;24.1;17.7;19.7
1048;2024;22;LIMOGES;Mathématiques;115.2;Ensemble;262.7;47.0;6.8;14.7;20.9;21.6;15.9;20.2
1066;2024;25;VERSAILLES;Mathématiques;124.2;Ensemble;263.2;57.3;12.1;14.8;17.5;17.0;13.9;24.7
1074;2024;27;CORSE;Mathématiques;110.6;Garçon;257.0;48.0;9.4;17.7;18.4;23.1;14.6;16.9
1088;2024;32;GUADELOUPE;Français;106.4;Fille;254.1;40.8;7.0;17.8;24.5;22.8;14.8;13.1
1092;2024;32;GUADELOUPE;Mathématiques;106.4;Garçon;236.4;47.2;23.9;21.9;19.6;14.1;11.1;9.4
1099;2024;43;MAYOTTE;Français;74.4;Ensemble;201.8;36.6;54.3;22.3;13.2;6.3;2.4;1.4
1100;2024;43;MAYOTTE;Français;74.4;Fille;203.1;36.2;52.3;23.2;14.1;6.7;2.5;1.3
1103;2024;43;MAYOTTE;Mathématiques;74.4;Fille;179.4;32.0;79.6;12.4;4.6;2.1;0.9;0.5
1108;2024;70;NORMANDIE;Mathématiques;114.7;Ensemble;258.0;49.9;10.8;15.7;20.3;19.6;14.5;19.1
1112;2024;;NATIONAL;Français;116.8;Fille;272.3;45.1;3.7;9.6;19.2;23.1;19.5;24.8
6;2019;01;PARIS;Mathématiques;129.4;Garçon;286.2;56.6;4.4;7.3;13.5;18.6;18.7;37.4
11;2019;02;AIX-MARSEILLE;Mathématiques;113.6;Fille;252.7;44.2;9.2;17.0;24.3;21.6;14.2;13.7
13;2019;03;BESANCON;Français;113.1;Ensemble;267.5;42.1;4.3;9.9;20.7;23.7;19.8;21.6
22;2019;04;BORDEAUX;Mathématiques;118.0;Ensemble;269.3;44.4;3.7;10.0;21.1;24.2;18.8;22.3
25;2019;06;CLERMONT-FERRAND;Français;114.6;Ensemble;271.4;43.2;3.8;8.5;18.8;23.8;20.4;24.6
40;2019;08;GRENOBLE;Mathématiques;118.5;Ensemble;271.2;45.2;3.4;9.9;20.2;24.0;18.7;23.9
43;2019;09;LILLE;Français;108.4;Ensemble;259.2;43.0;6.5;14.0;23.2;22.6;16.6;17.1
46;2019;09;LILLE;Mathématiques;108.4;Ensemble;258.7;44.4;6.6;14.8;23.8;22.7;15.6;16.5
58;2019;11;MONTPELLIER;Mathématiques;112.2;Ensemble;258.8;44.2;6.3;14.3;23.9;23.4;15.9;16.2
59;2019;11;MONTPELLIER;Mathématiques;112.2;Fille;253.1;42.3;7.9;16.5;25.3;23.2;14.3;12.8
62;2019;12;NANCY-METZ;Français;110.7;Fille;270.5;43.8;4.2;9.1;19.6;23.0;19.2;24.9
74;2019;14;RENNES;Français;118.7;Fille;275.3;42.4;2.8;7.4;18.0;23.1;21.3;27.4
76;2019;14;RENNES;Mathématiques;118.7;Ensemble;273.3;43.2;2.3;8.4;19.7;25.5;20.3;23.8
88;2019;16;TOULOUSE;Mathématiques;119.4;Ensemble;271.8;45.8;3.5;9.4;19.8;24.3;19.2;23.8
91;2019;17;NANTES;Français;118.0;Ensemble;267.7;42.6;4.7;9.4;20.3;23.8;20.0;21.8
97;2019;18;ORLEANS-TOURS;Français;114.0;Ensemble;267.1;42.9;4.6;10.0;20.7;23.1;19.9;21.6
98;2019;18;ORLEANS-TOURS;Français;114.0;Fille;271.0;43.8;4.1;9.1;18.9;22.7;20.5;24.7
112;2019;20;AMIENS;Mathématiques;108.3;Ensemble;253.9;43.6;7.7;16.8;25.2;22.3;14.5;13.6
115;2019;22;LIMOGES;Français;113.0;Ensemble;266.5;42.7;4.7;11.0;20.7;23.1;18.4;22.1
123;2019;23;NICE;Français;115.7;Garçon;254.9;45.5;9.8;13.3;22.2;22.7;16.2;15.6
124;2019;23;NICE;Mathématiques;115.7;Ensemble;262.0;45.1;5.4;13.0;23.0;24.2;16.6;17.8
126;2019;23;NICE;Mathématiques;115.7;Garçon;268.2;45.9;4.3;10.4;20.7;24.4;19.0;21.3
128;2019;24;CRETEIL;Français;107.8;Fille;256.7;47.5;10.1;14.9;21.1;20.3;15.3;18.3
129;2019;24;CRETEIL;Français;107.8;Garçon;247.3;46.6;13.3;16.4;23.7;20.6;13.3;12.7
137;2019;25;VERSAILLES;Mathématiques;123.4;Fille;257.9;48.0;8.5;15.8;22.3;20.8;14.9;17.7
142;2019;27;CORSE;Mathématiques;109.2;Ensemble;249.5;44.3;10.2;19.7;24.5;20.6;11.9;13.1
143;2019;27;CORSE;Mathématiques;109.2;Fille;244.5;43.3;12.1;22.4;24.4;19.8;10.2;11.1
152;2019;31;MARTINIQUE;Français;103.7;Fille;249.3;47.9;13.5;18.0;22.1;18.1;12.7;15.6
156;2019;31;MARTINIQUE;Mathématiques;103.7;Garçon;236.9;42.7;18.3;22.1;24.5;18.3;9.0;7.8
157;2019;32;GUADELOUPE;Français;99.9;Ensemble;234.8;47.7;22.8;20.4;20.8;16.7;9.7;9.5
160;2019;32;GUADELOUPE;Mathématiques;99.9;Ensemble;230.0;45.3;23.1;25.1;22.6;14.1;8.2;6.9
170;2019;43;MAYOTTE;Français;72.6;Fille;175.9;51.1;67.9;16.7;9.4;3.7;1.4;0.9
175;2019;70;NORMANDIE;Français;112.9;Ensemble;262.2;43.1;6.0;11.8;22.1;23.6;17.9;18.6
182;2019;;NATIONAL;Français;114.6;Fille;267.8;46.7;6.1;10.6;19.1;21.6;18.5;24.2
183;2019;;NATIONAL;Français;114.6;Garçon;258.4;45.1;8.2;12.8;22.0;22.4;17.0;17.5
184;2019;;NATIONAL;Mathématiques;114.6;Ensemble;263.0;46.7;6.3;12.9;21.8;22.8;16.8;19.5
190;2020;01;PARIS;Mathématiques;129.9;Ensemble;283.0;59.0;5.8;9.6;15.0;17.8;16.0;35.9
194;2020;02;AIX-MARSEILLE;Français;113.8;Fille;273.0;46.0;3.7;9.7;19.2;21.9;18.8;26.7
