num_ligne;Année;Code académie;Nom académie;Discipline;IPS moyen;Caractéristique;Score moyen;Ecart type;groupe 1;groupe 2;groupe 3;groupe 4;groupe 5;groupe 6
203;2020;03;BESANCON;Mathématiques;113.3;Fille;258.9;43.3;5.5;15.4;25.1;22.5;15.5;16.0
205;2020;04;BORDEAUX;Français;118.7;Ensemble;278.4;43.6;2.2;7.1;16.7;23.5;21.4;29.2
210;2020;04;BORDEAUX;Mathématiques;118.7;Garçon;272.1;48.4;4.1;10.8;19.9;21.7;17.5;26.1
230;2020;09;LILLE;Français;109.0;Fille;270.7;44.7;3.2;10.6;20.2;23.7;18.5;23.8
232;2020;09;LILLE;Mathématiques;109.0;Ensemble;256.2;46.8;8.5;17.2;23.7;20.3;13.5;16.8
234;2020;09;LILLE;Mathématiques;109.0;Garçon;262.2;49.0;7.0;15.2;22.2;20.2;14.6;20.8
245;2020;11;MONTPELLIER;Mathématiques;112.1;Fille;250.2;44.1;9.5;20.0;24.8;20.1;12.8;12.9
254;2020;13;POITIERS;Français;115.3;Fille;275.3;43.1;2.2;7.8;18.9;23.9;21.4;25.8
257;2020;13;POITIERS;Mathématiques;115.3;Fille;252.2;42.0;8.1;18.1;26.3;21.3;13.6;12.6
259;2020;14;RENNES;Français;118.7;Ensemble;278.5;41.7;1.5;6.0;17.5;25.1;22.2;27.8
261;2020;14;RENNES;Français;118.7;Garçon;274.4;40.2;1.7;6.8;19.2;26.3;22.0;24.0
270;2020;15;STRASBOURG;Mathématiques;114.0;Garçon;268.4;49.6;5.5;12.2;20.6;21.8;16.3;23.7
281;2020;17;NANTES;Mathématiques;118.4;Fille;267.6;44.3;3.9;11.0;22.0;23.8;18.3;21.0
284;2020;18;ORLEANS-TOURS;Français;114.2;Fille;276.3;44.9;2.4;7.8;18.6;23.2;20.4;27.6
289;2020;19;REIMS;Français;109.0;Ensemble;269.1;43.4;3.3;10.5;20.0;24.6;19.2;22.3
319;2020;25;VERSAILLES;Français;123.2;Ensemble;275.1;48.1;4.0;9.6;17.5;21.5;19.1;28.4
322;2020;25;VERSAILLES;Mathématiques;123.2;Ensemble;262.0;52.9;9.5;15.5;20.2;18.4;14.3;22.1
325;2020;27;CORSE;Français;110.1;Ensemble;266.6;43.5;3.9;11.3;21.7;24.2;17.8;21.1
326;2020;27;CORSE;Français;110.1;Fille;271.4;43.9;2.4;9.9;20.1;24.9;18.5;24.2
335;2020;28;LA REUNION;Mathématiques;97.3;Fille;237.2;41.4;16.4;25.9;25.0;16.5;8.6;7.6
341;2020;31;MARTINIQUE;Mathématiques;104.1;Fille;233.8;44.4;20.9;24.5;24.3;15.0;8.0;7.4
344;2020;32;GUADELOUPE;Français;99.6;Fille;248.1;44.5;11.7;18.1;25.4;19.9;13.0;12.0
345;2020;32;GUADELOUPE;Français;99.6;Garçon;243.6;41.8;12.0;22.6;24.6;20.0;11.8;9.1
348;2020;32;GUADELOUPE;Mathématiques;99.6;Garçon;229.8;46.7;25.1;26.8;21.7;11.7;6.7;8.0
356;2020;43;MAYOTTE;Français;72.2;Fille;202.5;40.1;51.6;23.3;13.9;6.5;2.8;1.8
361;2020;70;NORMANDIE;Français;113.2;Ensemble;269.8;43.3;3.3;9.9;20.2;24.6;19.5;22.5
362;2020;70;NORMANDIE;Français;113.2;Fille;272.4;44.4;3.0;9.4;19.6;23.8;19.5;24.7
364;2020;70;NORMANDIE;Mathématiques;113.2;Ensemble;258.8;46.0;6.8;16.3;23.4;21.6;14.4;17.4
366;2020;70;NORMANDIE;Mathématiques;113.2;Garçon;266.8;48.0;4.9;13.3;21.5;21.9;16.1;22.3
370;2020;;NATIONAL;Mathématiques;114.9;Ensemble;260.3;49.0;8.2;15.2;21.9;20.6;14.7;19.4
374;2021;01;PARIS;Français;130.0;Fille;295.9;50.5;1.8;4.9;11.4;16.4;19.9;45.6
385;2021;03;BESANCON;Français;113.7;Ensemble;275.8;41.6;2.1;6.7;18.4;24.8;22.2;25.8
386;2021;03;BESANCON;Français;113.7;Fille;280.6;42.4;1.6;5.2;17.3;23.2;23.1;29.5
390;2021;03;BESANCON;Mathématiques;113.7;Garçon;271.2;48.4;4.6;10.3;19.7;22.6;17.9;24.9
398;2021;06;CLERMONT-FERRAND;Français;116.1;Fille;282.6;44.9;1.9;5.4;15.7;23.1;21.2;32.6
407;2021;07;DIJON;Mathématiques;112.9;Fille;247.9;43.9;11.3;19.8;24.8;20.5;11.7;12.0
408;2021;07;DIJON;Mathématiques;112.9;Garçon;265.2;49.9;7.0;13.1;20.1;21.7;15.9;22.2
410;2021;08;GRENOBLE;Français;119.0;Fille;281.5;43.4;1.9;5.7;15.3;23.7;22.3;31.2
415;2021;09;LILLE;Français;109.7;Ensemble;266.9;42.2;3.5;11.2;21.8;24.1;18.9;20.4
421;2021;10;LYON;Français;117.6;Ensemble;275.2;44.1;3.1;8.0;17.6;23.5;20.5;27.3
426;2021;10;LYON;Mathématiques;117.6;Garçon;270.3;52.1;6.7;11.7;18.4;19.9;16.8;26.5
427;2021;11;MONTPELLIER;Français;112.5;Ensemble;270.5;42.6;3.3;9.3;19.9;24.4;20.2;22.9
431;2021;11;MONTPELLIER;Mathématiques;112.5;Fille;244.1;44.4;14.0;21.5;24.2;18.8;10.5;11.1
433;2021;12;NANCY-METZ;Français;111.5;Ensemble;273.5;42.0;2.4;7.9;19.2;25.3;20.6;24.6
437;2021;12;NANCY-METZ;Mathématiques;111.5;Fille;250.5;43.9;9.9;19.4;24.4;20.5;12.7;13.1
438;2021;12;NANCY-METZ;Mathématiques;111.5;Garçon;267.2;48.4;5.6;12.8;20.7;21.8;16.1;23.1
440;2021;13;POITIERS;Français;116.2;Fille;277.2;41.6;1.7;6.7;17.6;24.5;22.3;27.3
441;2021;13;POITIERS;Français;116.2;Garçon;268.2;40.4;3.2;9.5;20.3;25.5;21.3;20.1
448;2021;14;RENNES;Mathématiques;119.3;Ensemble;265.3;45.4;4.8;12.6;22.0;23.4;17.0;20.2
450;2021;14;RENNES;Mathématiques;119.3;Garçon;274.9;46.7;3.0;8.8;19.3;23.3;19.3;26.3
461;2021;16;TOULOUSE;Mathématiques;120.5;Fille;256.6;47.2;9.0;16.2;23.4;20.6;13.7;17.1
464;2021;17;NANTES;Français;118.8;Fille;282.2;41.8;1.4;5.0;15.4;23.9;23.2;31.2
465;2021;17;NANTES;Français;118.8;Garçon;271.6;40.0;2.7;7.3;19.7;25.4;22.5;22.4
468;2021;17;NANTES;Mathématiques;118.8;Garçon;276.5;48.5;3.6;8.5;17.9;22.7;19.0;28.4
471;2021;18;ORLEANS-TOURS;Français;114.9;Garçon;268.4;40.1;3.2;9.7;20.5;25.2;20.9;20.5
475;2021;19;REIMS;Français;109.5;Ensemble;269.9;41.8;3.3;8.8;19.7;25.9;19.8;22.5
478;2021;19;REIMS;Mathématiques;109.5;Ensemble;250.3;45.8;11.7;18.9;23.4;19.4;13.1;13.6
480;2021;19;REIMS;Mathématiques;109.5;Garçon;258.6;47.8;8.6;15.9;22.3;19.7;15.2;18.3
486;2021;20;AMIENS;Mathématiques;109.2;Garçon;253.4;46.8;9.6;18.3;23.7;20.5;12.9;15.0
490;2021;22;LIMOGES;Mathématiques;114.6;Ensemble;254.4;44.8;9.0;16.6;24.3;21.3;13.8;15.1
495;2021;23;NICE;Français;115.9;Garçon;266.5;41.6;3.9;10.9;20.1;25.4;19.7;20.0
505;2021;25;VERSAILLES;Français;123.1;Ensemble;274.3;46.8;4.1;9.1;17.7;22.0;19.3;27.8
509;2021;25;VERSAILLES;Mathématiques;123.1;Fille;250.5;51.1;14.6;18.6;20.8;17.2;12.6;16.1
511;2021;27;CORSE;Français;110.3;Ensemble;265.0;43.3;4.0;13.8;21.5;23.0;17.4;20.4
518;2021;28;LA REUNION;Français;97.5;Fille;262.8;41.8;3.9;13.5;23.5;23.8;17.5;17.8
529;2021;32;GUADELOUPE;Français;99.9;Ensemble;254.3;41.0;7.3;16.0;24.7;23.5;15.9;12.6
541;2021;43;MAYOTTE;Français;72.4;Ensemble;206.3;41.5;46.8;23.4;15.8;7.6;3.8;2.6
543;2021;43;MAYOTTE;Français;72.4;Garçon;202.0;39.2;52.2;22.1;14.7;6.2;2.6;2.2
544;2021;43;MAYOTTE;Mathématiques;72.4;Ensemble;183.4;34.2;74.0;16.0;5.5;2.8;0.8;0.8
546;2021;43;MAYOTTE;Mathématiques;72.4;Garçon;185.1;36.6;72.5;15.9;6.0;3.5;0.7;1.4
547;2021;70;NORMANDIE;Français;113.7;Ensemble;271.1;42.0;2.8;9.2;19.5;25.2;20.1;23.2
549;2021;70;NORMANDIE;Français;113.7;Garçon;266.4;40.4;3.6;10.1;21.3;26.1;19.5;19.4
550;2021;70;NORMANDIE;Mathématiques;113.7;Ensemble;253.5;46.5;10.1;17.6;23.4;20.3;13.5;15.2
560;2022;01;PARIS;Français;132.1;Fille;292.2;49.3;2.1;5.3;12.1;18.2;19.0;43.2
562;2022;01;PARIS;Mathématiques;132.1;Ensemble;280.1;61.4;8.2;10.0;14.9;16.2;15.1;35.6
569;2022;02;AIX-MARSEILLE;Mathématiques;114.3;Fille;245.4;47.9;15.8;19.4;22.9;17.9;11.2;12.7
572;2022;03;BESANCON;Français;110.8;Fille;273.3;39.9;1.4;7.8;20.4;24.8;21.3;24.2
573;2022;03;BESANCON;Français;110.8;Garçon;268.4;40.7;2.7;9.8;22.2;24.8;19.0;21.5
575;2022;03;BESANCON;Mathématiques;110.8;Fille;254.0;44.2;8.8;17.6;23.4;21.1;14.1;14.8
576;2022;03;BESANCON;Mathématiques;110.8;Garçon;272.2;50.7;5.5;10.9;18.8;21.1;17.1;26.6
578;2022;04;BORDEAUX;Français;118.0;Fille;278.0;41.5;1.8;6.7;16.7;24.3;22.3;28.2
583;2022;06;CLERMONT-FERRAND;Français;114.3;Ensemble;276.3;42.0;2.1;7.0;17.6;24.4;21.8;27.1
588;2022;06;CLERMONT-FERRAND;Mathématiques;114.3;Garçon;276.4;51.2;5.1;8.7;16.2;21.7;19.1;29.3
598;2022;08;GRENOBLE;Mathématiques;118.3;Ensemble;264.4;50.4;7.8;13.4;19.9;21.0;15.7;22.2
610;2022;10;LYON;Mathématiques;117.5;Ensemble;262.2;52.7;9.9;14.1;19.5;19.6;15.1;21.9
613;2022;11;MONTPELLIER;Français;112.8;Ensemble;268.0;41.7;3.4;10.6;20.6;24.2;19.6;21.5
618;2022;11;MONTPELLIER;Mathématiques;112.8;Garçon;261.7;50.9;8.8;13.9;21.1;20.4;15.2;20.7
628;2022;13;POITIERS;Mathématiques;115.4;Ensemble;255.1;47.2;9.9;16.5;22.2;21.4;13.8;16.2
636;2022;14;RENNES;Mathématiques;119.3;Garçon;274.6;47.8;3.8;9.0;18.6;22.7;18.8;27.1
640;2022;15;STRASBOURG;Mathématiques;112.5;Ensemble;260.3;50.6;9.3;15.2;20.4;19.8;15.2;20.1
652;2022;17;NANTES;Mathématiques;118.6;Ensemble;268.7;47.5;5.3;11.3;20.0;22.1;17.7;23.6
653;2022;17;NANTES;Mathématiques;118.6;Fille;261.2;44.8;6.4;13.8;22.5;22.5;16.7;18.1
664;2022;19;REIMS;Mathématiques;108.1;Ensemble;252.9;48.0;11.7;17.2;22.3;19.7;13.3;15.8
666;2022;19;REIMS;Mathématiques;108.1;Garçon;262.3;50.8;9.1;13.5;20.5;20.3;15.0;21.6
670;2022;20;AMIENS;Mathématiques;108.9;Ensemble;246.2;46.5;14.5;19.6;23.0;18.5;11.9;12.4
672;2022;20;AMIENS;Mathématiques;108.9;Garçon;254.5;47.9;10.5;16.9;21.7;20.4;14.1;16.4
673;2022;22;LIMOGES;Français;113.7;Ensemble;273.1;40.9;2.1;7.8;20.4;24.5;20.5;24.7
683;2022;23;NICE;Mathématiques;113.9;Fille;249.2;46.2;12.3;19.4;23.0;19.4;12.8;13.1
696;2022;25;VERSAILLES;Mathématiques;122.3;Garçon;266.8;58.5;10.7;13.7;17.3;17.5;13.8;27.0
698;2022;27;CORSE;Français;110.1;Fille;267.6;42.7;3.9;10.8;19.8;24.1;20.9;20.4
699;2022;27;CORSE;Français;110.1;Garçon;258.6;42.3;5.7;15.9;22.7;22.2;17.8;15.8
710;2022;31;MARTINIQUE;Français;109.4;Fille;259.8;40.2;5.1;14.7;22.9;24.2;16.7;16.5
711;2022;31;MARTINIQUE;Français;109.4;Garçon;255.7;38.6;6.0;15.7;23.2;24.4;18.0;12.6
714;2022;31;MARTINIQUE;Mathématiques;109.4;Garçon;236.0;48.6;22.8;23.0;19.7;15.5;8.5;10.5
721;2022;33;GUYANE;Français;92.2;Ensemble;238.1;40.3;16.2;23.6;24.8;17.3;10.0;8.1
722;2022;33;GUYANE;Français;92.2;Fille;239.3;40.9;15.5;23.5;24.4;17.2;10.8;8.6
724;2022;33;GUYANE;Mathématiques;92.2;Ensemble;201.8;43.5;55.3;19.6;12.1;6.2;3.7;3.1
727;2022;43;MAYOTTE;Français;78.6;Ensemble;207.9;37.7;46.5;24.1;16.0;7.6;4.1;1.7
728;2022;43;MAYOTTE;Français;78.6;Fille;209.3;38.5;44.8;24.3;16.7;7.8;4.3;2.1
735;2022;70;NORMANDIE;Français;112.9;Garçon;265.1;41.0;3.5;11.8;22.2;24.4;18.9;19.3
736;2022;70;NORMANDIE;Mathématiques;112.9;Ensemble;255.4;48.3;10.7;16.4;22.0;20.2;14.0;16.8
741;2022;;NATIONAL;Français;114.8;Garçon;266.1;43.3;4.6;11.6;20.8;23.2;18.7;21.1
744;2022;;NATIONAL;Mathématiques;114.8;Garçon;265.5;53.6;9.1;12.8;18.8;19.7;15.5;24.0
750;2023;01;PARIS;Mathématiques;134.9;Garçon;291.3;59.3;4.4;8.2;12.9;16.2;16.6;41.6
762;2023;03;BESANCON;Mathématiques;111.6;Garçon;278.2;49.2;3.3;8.7;18.3;20.7;18.9;30.1
765;2023;04;BORDEAUX;Français;119.2;Garçon;268.7;42.7;4.0;10.1;20.4;23.9;19.8;21.8
773;2023;06;CLERMONT-FERRAND;Mathématiques;116.0;Fille;262.9;47.2;7.1;13.9;21.0;21.9;16.2;19.8
775;2023;07;DIJON;Français;113.7;Ensemble;267.5;42.2;3.8;10.9;21.2;24.2;19.1;20.7
780;2023;07;DIJON;Mathématiques;113.7;Garçon;269.0;50.3;6.6;12.7;18.3;20.0;17.7;24.7
782;2023;08;GRENOBLE;Français;119.4;Fille;276.9;43.5;2.3;7.9;17.7;23.3;20.7;28.0
788;2023;09;LILLE;Français;110.9;Fille;267.9;42.7;3.3;11.5;21.8;23.5;18.9;21.0
792;2023;09;LILLE;Mathématiques;110.9;Garçon;264.8;51.1;8.5;14.0;19.2;19.4;15.9;23.0
793;2023;10;LYON;Français;119.1;Ensemble;270.7;45.1;4.3;10.2;19.4;22.7;19.4;24.1
798;2023;10;LYON;Mathématiques;119.1;Garçon;274.8;53.5;6.6;10.3;16.7;19.1;17.4;29.9
803;2023;11;MONTPELLIER;Mathématiques;113.7;Fille;249.7;47.8;13.5;19.2;21.8;18.2;12.8;14.5
812;2023;13;POITIERS;Français;116.4;Fille;272.8;41.7;2.4;8.7;19.8;24.5;20.3;24.2
819;2023;14;RENNES;Français;121.2;Garçon;269.3;39.8;2.6;8.9;21.8;25.2;20.5;21.0
837;2023;17;NANTES;Français;120.8;Garçon;268.8;40.5;3.0;9.6;21.3;25.5;19.7;21.0
842;2023;18;ORLEANS-TOURS;Français;114.7;Fille;273.0;42.3;2.4;8.7;19.8;24.8;20.4;23.9
845;2023;18;ORLEANS-TOURS;Mathématiques;114.7;Fille;251.0;45.6;11.6;18.8;23.2;19.3;13.3;13.9
859;2023;22;LIMOGES;Français;114.9;Ensemble;270.8;41.5;2.4;10.1;19.7;25.2;20.6;22.0
864;2023;22;LIMOGES;Mathématiques;114.9;Garçon;271.2;48.8;4.0;12.6;19.1;22.4;16.5;25.4
870;2023;23;NICE;Mathématiques;114.6;Garçon;270.1;50.9;6.2;12.3;19.3;19.6;16.7;25.9
871;2023;24;CRETEIL;Français;107.9;Ensemble;259.7;44.2;7.0;14.5;22.4;22.0;16.9;17.2
874;2023;24;CRETEIL;Mathématiques;107.9;Ensemble;245.6;51.4;18.1;19.8;20.2;16.2;11.4;14.4
876;2023;24;CRETEIL;Mathématiques;107.9;Garçon;253.4;53.5;14.3;17.8;19.9;16.9;13.1;18.2
877;2023;25;VERSAILLES;Français;123.9;Ensemble;269.6;47.5;5.4;11.4;19.0;21.7;18.1;24.5
880;2023;25;VERSAILLES;Mathématiques;123.9;Ensemble;261.8;56.3;12.4;15.3;17.9;17.1;13.9;23.4
893;2023;28;LA REUNION;Mathématiques;98.6;Fille;233.3;44.6;24.2;22.9;21.3;15.3;8.7;7.7
897;2023;31;MARTINIQUE;Français;111.4;Garçon;247.7;40.0;10.6;18.3;25.3;22.9;13.1;9.9
898;2023;31;MARTINIQUE;Mathématiques;111.4;Ensemble;229.6;46.2;27.4;22.9;20.7;13.4;7.8;7.7
925;2023;;NATIONAL;Français;116.0;Ensemble;268.3;44.3;4.5;10.9;20.3;23.3;18.9;22.1
935;2024;01;PARIS;Mathématiques;136.9;Fille;277.5;57.2;7.3;10.9;15.4;17.2;16.8;32.5
937;2024;02;AIX-MARSEILLE;Français;115.4;Ensemble;265.4;45.4;5.6;12.6;20.3;23.0;17.7;21.0
946;2024;03;BESANCON;Mathématiques;112.0;Ensemble;268.5;48.8;6.0;12.3;19.1;21.3;17.4;23.9
948;2024;03;BESANCON;Mathématiques;112.0;Garçon;278.0;48.9;3.9;8.6;16.0;21.7;19.7;30.0
951;2024;04;BORDEAUX;Français;120.0;Garçon;269.5;42.5;3.4;10.2;20.4;24.0;20.1;21.9
960;2024;06;CLERMONT-FERRAND;Mathématiques;116.7;Garçon;279.6;49.2;3.3;8.6;16.5;21.3;18.4;31.8
961;2024;07;DIJON;Français;114.4;Ensemble;267.9;41.8;3.7;10.4;21.4;24.7;19.1;20.7
968;2024;08;GRENOBLE;Français;120.2;Fille;276.4;44.1;2.1;8.5;18.4;23.2;20.7;27.0
972;2024;08;GRENOBLE;Mathématiques;120.2;Garçon;277.9;51.8;5.0;9.5;16.0;20.3;17.7;31.5
973;2024;09;LILLE;Français;111.9;Ensemble;262.9;42.7;5.1;13.2;22.5;23.7;17.3;18.3
980;2024;10;LYON;Français;119.6;Fille;275.2;46.1;3.5;9.1;17.8;22.2;20.1;27.2
987;2024;11;MONTPELLIER;Français;114.5;Garçon;261.3;42.6;5.9;13.5;22.5;23.3;17.7;17.1
988;2024;11;MONTPELLIER;Mathématiques;114.5;Ensemble;258.7;50.2;10.4;15.7;20.3;19.6;14.5;19.6
989;2024;11;MONTPELLIER;Mathématiques;114.5;Fille;251.4;48.4;12.8;18.5;21.5;18.9;12.9;15.3
993;2024;12;NANCY-METZ;Français;111.9;Garçon;263.3;40.6;4.2;11.5;23.6;25.1;18.7;16.9
1010;2024;15;STRASBOURG;Français;114.0;Fille;274.4;43.6;2.8;8.7;18.6;24.2;19.6;26.1
1016;2024;16;TOULOUSE;Français;121.9;Fille;279.6;44.8;2.2;7.5;16.9;22.4;20.7;30.2
1024;2024;17;NANTES;Mathématiques;121.5;Ensemble;272.9;48.8;5.1;10.7;17.8;21.2;18.2;26.9
1027;2024;18;ORLEANS-TOURS;Français;115.2;Ensemble;269.3;42.2;3.2;9.9;21.2;24.3;19.7;21.6
1029;2024;18;ORLEANS-TOURS;Français;115.2;Garçon;264.6;41.4;4.3;11.7;22.3;24.3;18.2;19.0
1030;2024;18;ORLEANS-TOURS;Mathématiques;115.2;Ensemble;260.8;49.2;8.8;15.1;20.9;20.4;15.3;19.5
1037;2024;19;REIMS;Mathématiques;110.6;Fille;247.8;47.3;14.9;18.9;21.8;19.0;11.9;13.5
1041;2024;20;AMIENS;Français;110.5;Garçon;257.4;41.2;6.1;15.6;25.2;22.0;16.5;14.6
1049;2024;22;LIMOGES;Mathématiques;115.2;Fille;254.7;44.4;8.9;17.5;23.0;21.9;13.8;15.0
1052;2024;23;NICE;Français;115.3;Fille;272.6;44.3;3.2;9.2;20.0;23.4;19.6;24.6
1056;2024;23;NICE;Mathématiques;115.3;Garçon;269.7;51.5;7.1;11.6;18.2;20.2;17.3;25.6
1057;2024;24;CRETEIL;Français;109.2;Ensemble;258.6;45.0;7.7;14.9;22.2;21.8;16.2;17.1
1058;2024;24;CRETEIL;Français;109.2;Fille;263.0;44.8;5.9;13.5;21.6;22.2;17.3;19.5
1060;2024;24;CRETEIL;Mathématiques;109.2;Ensemble;245.7;51.8;18.2;19.5;19.7;16.4;11.7;14.5
1076;2024;28;LA REUNION;Français;100.2;Fille;260.9;41.3;4.3;15.3;24.1;22.9;16.9;16.5
1080;2024;28;LA REUNION;Mathématiques;100.2;Garçon;250.2;50.0;15.0;18.8;21.0;17.7;11.8;15.7
1090;2024;32;GUADELOUPE;Mathématiques;106.4;Ensemble;229.8;46.5;29.0;22.4;19.2;12.7;8.7;7.9
1093;2024;33;GUYANE;Français;93.2;Ensemble;233.7;41.5;20.8;25.6;22.4;16.1;8.0;7.1
1097;2024;33;GUYANE;Mathématiques;93.2;Fille;199.0;42.1;58.9;19.2;10.4;5.6;3.1;2.7
1098;2024;33;GUYANE;Mathématiques;93.2;Garçon;217.8;46.9;40.3;23.8;14.6;9.8;5.6;5.9
1101;2024;43;MAYOTTE;Français;74.4;Garçon;199.6;37.1;57.5;21.0;11.8;5.7;2.4;1.6
1106;2024;70;NORMANDIE;Français;114.7;Fille;268.5;42.6;3.4;10.8;21.0;24.7;19.0;21.2
